country,Year,success,internationalAttack,attackType,targetTypeTitle,targetType,targetSubtype,terroristGroup,numberKilled,numberWounded
Spain               ,1990,1,0,Bombardeamento             ,TargetType,Negócios                 ,Banco                                              ,Free Galician People's Guerrilla Army             ,0,0
Spain               ,1990,1,0,Bombardeamento             ,TargetType,Governo                  ,Instituições Governamentais                                      ,Free Galician People's Guerrilla Army             ,0,0
Spain               ,1990,1,0,Bombardeamento             ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Free Galician People's Guerrilla Army             ,0,0
Spain               ,1990,1,0,Bombardeamento             ,TargetType,Governo                  ,Instituições Governamentais                                      ,Free Galician People's Guerrilla Army             ,0,0
Spain               ,1990,1,0,Bombardeamento             ,TargetType,Negócios                 ,Banco                                              ,Free Galician People's Guerrilla Army             ,0,0
Netherlands         ,1990,1,1,Bombardeamento             ,TargetType,Negócios                 ,Banco                                              ,Desconhecido                                           ,0,0
Netherlands         ,1990,1,1,Bombardeamento             ,TargetType,Negócios                 ,Banco                                              ,Desconhecido                                           ,0,1
Spain               ,1990,0,1,Assassinato                 ,TargetType,Policia              ,Organizações Policiais                                    ,Basque Fatherland and Freedom (ETA)               ,0,1
Spain               ,1990,1,1,Bombardeamento             ,TargetType,Negócios                 ,Banco                                              ,Basque Fatherland and Freedom (ETA)               ,0,0
Spain               ,1990,1,1,Bombardeamento             ,TargetType,Negócios                 ,Banco                                              ,Basque Fatherland and Freedom (ETA)               ,0,0
Spain               ,1990,1,1,Bombardeamento             ,TargetType,Transportes              ,Comboio                                             ,Basque Fatherland and Freedom (ETA)               ,0,0
United Kingdom      ,1990,1,1,Bombardeamento             ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Desconhecido                                           ,0,0
United Kingdom      ,1990,0,1,Bombardeamento             ,TargetType,Airports & Aeronave           ,Linha Aérea                                         ,Desconhecido                                           ,0,0
Spain               ,1990,0,1,Assassinato                 ,TargetType,Policia              ,Agentes da Policia                      ,Basque Fatherland and Freedom (ETA)               ,0,1
Spain               ,1990,1,1,Bombardeamento             ,TargetType,Negócios                 ,Corporações                                       ,Basque Fatherland and Freedom (ETA)               ,0,0
Spain               ,1990,0,1,Bombardeamento             ,TargetType,Negócios                 ,Corporações                                       ,Basque Fatherland and Freedom (ETA)               ,0,0
United Kingdom      ,1990,1,1,Assassinato                 ,TargetType,Terrorists                    ,Desconhecido                                           ,Irish People's Liberation Organização (IPLO)     ,1,0
United Kingdom      ,1990,1,1,Assassinato                 ,TargetType,Terrorists                    ,Desconhecido                                           ,Ulster Freedom Fighters (UFF)                     ,1,0
United Kingdom      ,1990,1,1,Bombardeamento             ,TargetType,Negócios                 ,Banco                                              ,Irish Republican Army (IRA)                       ,0,0
United Kingdom      ,1990,1,1,Bombardeamento             ,TargetType,Forças Militares            ,Pessoal Militar                                ,Irish Republican Army (IRA)                       ,0,0
United Kingdom      ,1990,0,1,Bombardeamento             ,TargetType,Governo                  ,Organização                                      ,Irish Republican Army (IRA)                       ,0,0
Greece              ,1990,1,0,Bombardeamento             ,TargetType,Policia              ,Agentes da Policia                      ,Anti-Authority Group (Greece)                     ,0,0
